POI_ID *,LATITUDE,LONGTITUDE,STREET_NO,STREET,CITY,PROVINCE,COUNTRY,POSTAL_CODE,BRAND_NAME,FEATURE_NAME
26201718,33.58604,-85.85344,,2 Cliff Garrett Dr,OXFORD,AL,US,,Anniston,ANB
26200012,61.1767,-149.97289,,4600 Postmark Drive,ANCHORAGE,AK,US,99502,Ted Stevens Anchorage International Airport,ANC
26201439,34.50446,-82.71266,,Airport Rd At Portman Rd,ANDERSON,SC,US,,Anderson Rgnl,AND
26201317,61.58144,-159.54903,,White Alice Rd,BETHEL,AK,US,,Aniak,ANI
26202183,40.29363,-78.32611,,Airport Dr,MARTINSBURG,PA,US,,Altoona,AOO
26201375,39.58376,-104.84557,7800,S Peoria St,ENGLEWOOD,CO,US,,Centennial Airport,APA
26202713,38.22312,-122.259113,,1000 Airport Blvd,NAPA,CA,US,,Napa County,APC
26201291,26.15314,-81.76935,,Aviation Dr N,NAPLES,FL,US,,Naples Municipal,APF
26201368,45.0752,-83.57251,,Airport Rd,ALPENA,MI,US,,Alpena County Regional,APN
26202650,43.99656,-76.02297,,Airport Dr,SACKETS HARBOR,NY,US,,Watertown Muni,ART
26200244,39.220539,-106.863329,,Sardy Field At Co-82 South,ASPEN,CO,US,81611,Aspen-Pitkin County/Sardy Field,ASE
